Nombre;Estilo;Cervecería;Nombre completo;Descripción;ABV;Min IBU;Max IBU;Astringencia;Cuerpo (Body);Alcohol;Amargo (Bitter);Dulce (Sweet);Agrio (Sour);Salado (Salty);Frutas (Fruits);Lupulado (Hoppy);Especias (Spices);Malta (Malty)
Lake Erie Monster;IPA - Imperial;Great Lakes Brewing Company;Great Lakes Brewing Company Great Lakes Lake Erie Monster;Notes:Named for South Bay Bessie, the legendary Lake Erie cryptid, Lake Erie Monster has a legend of its own. A longtime pub exclusive beer, our Imperial IPA quickly earned a cult following for its unprecedented hoppiness. Today we feed the beast whole leaf Simcoe hops in the whirlpool and hopback for a monstrous load of bitterness and aroma.MALTS: Harrington 2-Row, Caramel 30HOPS: Simcoe, Willamette80 IBU\t;9.5;65.0;100.0;20;38;22.0;80;61;68;1;77;100.0;4;60.0
Green Flash Imperial India Pale Ale;IPA - Imperial;Green Flash Brewing Co.;Green Flash Brewing Co. Green Flash Imperial India Pale Ale;Notes:he mountains of Summit and Nugget hops in this high gravity Imperial will thrill even the most experienced beer explorer. Savory evergreen and pineapple aromas mingle with flavors of bitter, resinous pine and grapefruit pith. A colossal rush of hoppy adventure!\t;9.0;65.0;;17;43;23.0;92;60;57;4;70;128.0;3;61.0
Hop Henge;IPA - Imperial;Deschutes Brewery;Deschutes Brewery Hop Henge Experimental IPA;Notes:With an immense hop flavor and bitter finish, this monumental IPA is an enigma worth pondering (see what we did there?). Centennial, Chinook, Cascade, and Galaxy hops come together to create a hop sanctuary. Revere the almighty hop!This is their new version of Hop Henge Imperial IPA, the hops have been modified as of 1/2009.IBU: 97\t;8.3;;100.0;17;49;23.0;65;54;89;1;117;92.0;5;42.0
Double Sunshine;IPA - Imperial;Lawson's Finest Liquids;Lawson's Finest Liquids Double Sunshine IPA;Notes:This American double India pale ale is packed with juicy tropical fruit flavors and bright herbal aromas, thanks to the abundance of US-grown hops.\t;8.0;65.0;100.0;17;32;23.0;82;54;67;1;109;102.0;4;30.0
Ruination Double IPA 2.0;IPA - Imperial;Stone Brewing Co.;Stone Brewing Co. Stone Ruination IPA;Notes:Also known as Ruination in Europe.A Liquid Poem to the Glory of the HopFirst Release: April 2015Stone Ruination IPA was the first full-time brewed and bottled West Coast double IPA on the planet. As craft beer has evolved over the years, so too have techniques for maximizing hop flavors and aromas. For the second incarnation of our groundbreaking India pale ale, we employed dry hopping and hop bursting to squeeze every last drop of piney, citrusy, tropical essence from the hops that give this beer its incredible character. We’ve also updated the name to Stone Ruination Double IPA 2.0 to reflect the imperial-level intensity that’s evident in every sip. Join us in cheering this, the second stanza in our “Liquid Poem to the Glory of the Hop.”\t;8.5;65.0;100.0;21;37;25.0;95;50;55;0;83;135.0;0;26.0
The Waldos' Special Ale;IPA - Imperial;Lagunitas Brewing Company;Lagunitas Brewing Company Waldos' Special Ale;"Notes:In 1971, the Waldos met one afteroon at 4:20 in the front courtyard of their school near the statue of Louis Pasteur. They set out in a '66 Impala armed with a ""treasure map"" on a journey to find a secret garden near Point Reyes. They met there at the same time every day and continued their quest. They never found the secret garden....But they keep lookin'. The dankest and hoppiest beer ever brewed at Lagunitas was made with help of the Waldos for all treasure hunters.100 IBU\t";11.7;65.0;100.0;12;33;40.0;72;86;53;1;69;102.0;13;55.0
Hop JuJu;IPA - Imperial;Fat Heads Brewery & Saloon;Fat Heads Brewery & Saloon Hop JuJu Imperial IPA;Notes:The magical hops cast their spell, the natives chant and the drums beat... First let us conﬁrm that there is no witchcraft used in creating this ﬁne brew. None. Really. Well maybe a little. A supernatural beer with a powerhouse of hops creating aromas and ﬂavors of citrus, pine and tropical fruit with a juicy resiny hop finish. Hakuna Matata.\t;9.0;65.0;100.0;9;13;18.0;67;25;48;0;66;96.0;5;13.0
471 Small Batch IPA;IPA - Imperial;Breckenridge Brewery;Breckenridge Brewery 471 IPA;Notes:471 is a small batch, limited edition ale that was created by our Brewmaster to separate the weak from the strong. 471 is a double IPA, that combines Pale, Munich, Caramel-30, Carapils and Torrified Wheat malts, with Chinook, Centennial, Simcoe and Fuggles hops. It has a big sweet mouthfeel, followed by more hoppiness than you've ever had at one time. Enjoy.\t;9.2;65.0;100.0;6;19;25.0;38;45;30;0;46;47.0;3;36.0
Summertime;Kölsch;Goose Island Beer Co.;Goose Island Beer Co. Summertime;Notes:With a light fruity aroma and a bright, crisp finish, Goose Island Summertime Kölsch is the perfect summer session ale. A Kölsch beer brewed in the traditional German fashion, you’ll find yourself enjoying and savoring each sip of Summertime as much as you do those hot summer days and cool summer nights.20 IBU\t;5.0;18.0;25.0;28;33;7.0;33;38;37;1;45;54.0;4;57.0
Reissdorf Kölsch;Kölsch;Brauerei Heinrich Reissdorf;Brauerei Heinrich Reissdorf Reissdorf Kölsch;Notes:;4.8;18.0;25.0;36;34;40.0;32;22;9;8;7;58.0;12;87.0
Gaffel Kölsch;Kölsch;Privatbrauerei Gaffel Becker & Co.;Privatbrauerei Gaffel Becker & Co. Gaffel Kölsch;Notes:;4.8;18.0;25.0;32;25;6.0;29;19;18;1;16;;2;45.0
Fancy Lawnmower;Kölsch;Saint Arnold Brewing Company;Saint Arnold Brewing Company Saint Arnold Fancy Lawnmower;Notes:A true German-style Kölsch. Originally brewed in Cologne, this beer is crisp and refreshing, yet has a sweet malty body that is balanced by a complex, citrus hop character. Multiple additions of German Hallertauer hops are used to achieve this delicate flavor. We use a special Kölsch yeast, an ale yeast that ferments at lager temperatures, to yield the slightly fruity, clean flavor of this beer. Fancy Lawnmower Beer is a world class brew yet light enough to be enjoyed by Texans after strenuous activities, like mowing the lawn.Bronze Medal, 2006 Great American Beer Festival\t;4.9;18.0;25.0;31;20;11.0;29;30;26;1;17;51.0;0;27.0
Samuel Adams East-West KölschBoston Beer Company (Samuel Adams);Kölsch;Boston Beer Company (Samuel Adams);Boston Beer Company (Samuel Adams) Samuel Adams East-West Kölsch;Notes:;5.01;18.0;25.0;30;39;4.0;42;38;24;5;32;;11;74.0
Full Circle;Kölsch;New Holland Brewing Company;New Holland Brewing Company New Holland Full Circle;Notes:Formerly New Holland Lucid\t;4.9;18.0;25.0;39;44;9.0;25;41;29;5;29;;4;53.0
Santo;Kölsch;Saint Arnold Brewing Company;Saint Arnold Brewing Company Saint Arnold Santo;Notes:Santo is a black Kölsch, which technically doesn’t exist as a style, but this is as close as we can come to describing it. Essentially it is brewed using a Kölsch recipe with the addition of Munich and black malt. It is light bodied and floral yet with a distinct dark malt flavor. Our goal was to create a dark yet refreshing beer that would pair perfectly with a plate of enchiladas.The label artwork is by Houston artist Carlos Hernandez who is known for his Day of the Dead Rock Star series of paintings and prints.\t;4.7;180.0;25.0;16;41;4.0;24;26;6;0;5;30.0;5;68.0
Calumet Queen;Kölsch;Three Floyds Brewing Co. & Brewpub;Three Floyds Brewing Co. & Brewpub Calumet Queen;Notes:A crisp and refreshing lighter summer offering, this Kolsch-style beer is golden in color, light-bodied and a perfect remedy for hot weather.20 IBU\t;5.0;18.0;25.0;34;40;10.0;34;29;35;3;36;64.0;6;61.0
Früh Kölsch;Kölsch;Brauerei Früh Am Dom;Brauerei Früh Am Dom Früh Kolsch;Notes:;4.8;18.0;25.0;25;34;;30;47;35;1;38;73.0;12;83.0
Sünner Kölsch;Kölsch;Gebr. Sünner GmbH & Co. KG;Gebr. Sünner GmbH & Co. KG Sünner Kölsch;Notes:;4.8;18.0;25.0;37;32;12.0;34;33;30;3;39;71.0;4;69.0
Clearwater Kölsch;Kölsch;Captain Lawrence Brewing Co.;Captain Lawrence Brewing Co. Captain's Kölsch;"Notes:Formerly known as Captain's KölschThis is the first beer that we have brewed that is not considered an ale. Brewed with imported German yeast, Kolsch is a style of beer that is stuck in between the two main styles of ale and lager… not as fruity as an Ale, and yet not quite as subtle as a Lager; our Kolsch blurs the lines between the two.\t";4.8;18.0;25.0;32;34;5.0;45;37;40;4;41;64.0;9;54.0
Curve Ball Blonde Ale;Kölsch;Pyramid Breweries, Inc.;Pyramid Breweries, Inc. Curve Ball Blonde Ale;Notes:;5.0;18.0;25.0;19;27;3.0;32;33;25;3;33;50.0;2;72.0
Saranac Kölsch;Kölsch;Matt Brewing Company;Matt Brewing Company Saranac Kölsch;Notes:;5.0;18.0;25.0;35;42;8.0;32;52;35;5;41;50.0;3;71.0
Kölsch;Kölsch;Sierra Nevada Brewing Co.;Sierra Nevada Brewing Co. Sierra Nevada Kölsch Style Ale;Notes:Our Left Coast take on a crisp, classic German-style ale is hopped up with zesty American and European hops for a twist on a traditional light-bodied beer.From Cologne to California, Kölsch-style beers are a favorite around the world, prized for their incredible drinkability while maintaining a depth of flavor. As our stamp on this style, this Kölsch style has a punch of bright, citrusy American whole-cone hops to add West Coast character to this well-traveled ale.\t;5.0;18.0;25.0;40;33;6.0;38;29;45;5;51;68.0;13;58.0
Krankshaft Kölsch;Kölsch;Metropolitan Brewing;Metropolitan Brewing Krankshaft Kölsch;Notes:Brewed in homage to the beer of Cologne, Krankshaft is a pale straw hued smile in a glass. We throw in a little wheat malt to round out an easy Santiam hop bitterness. There are no Köbes to serve them up, but you should feel free to have as many as you like.28 IBU\t;5.0;18.0;25.0;45;21;4.0;36;37;49;5;44;48.0;6;70.0
32°/50° Kölsch;Kölsch;COAST Brewing Company;COAST Brewing Company 32/50;Notes:Our take on a kolsch style ale that is soft on the palate with a delicate malt flavor. Balanced with a touch of wheat and honey notes .Dry and wine like with a flowery hop finish.\t;4.8;18.0;25.0;30;39;;32;46;34;3;41;61.0;9;91.0
Karnival Kolsch;Kölsch;Stoudts Brewing Co.;Stoudts Brewing Co. Karnival Kolsch;Notes:;;18.0;25.0;39;38;10.0;41;26;35;1;42;69.0;12;69.0
Endless River;Kölsch;Mother Earth Brewing;Mother Earth Brewing Endless River;"Notes:A clean, crisp beer, Kolsch offers a very slight fruity flavor and aroma. It is light gold in color, with a delicate head. This light-bodied beer appeals to nearly everyone who samples it. Expect to enjoy a slight tang in the finish.Our Brew Master Says…""Kolsch is my favorite light beer style, hands down. Crisp, tangy and light on the palate: outstanding.""Food Pairings:Leafy green salad with creamy dressing, broiled lobster, grilled or steamed shrimp, fried soft shell crab, peach cobbler.Preferred Glass: StangeAvailability: Year RoundABV: 5.0%Calories: 164\t";4.9;18.0;25.0;40;27;5.0;18;35;37;4;33;41.0;4;56.0
Lug Tread Lagered Ale;Kölsch;Beau's All Natural Brewing Company;Beau's All Natural Brewing Company Lug Tread Lagered Ale;Notes:Golden-hued, crisp and finely balanced, Lug Tread is our tribute to the classic beer of Cologne, Germany. Lug Tread is top fermented (like an ale) and then cold aged (like a lager) for a lengthy period. This gives our beer some light ale notes complemented by a lager-like crispness. Lug Tread displays interwoven malt and hop flavours, subtle fruit flavours and a crisp, lingering finish.\t;5.2;18.0;25.0;39;24;2.0;21;25;19;4;19;37.0;0;56.0
Geary's Summer Ale;Kölsch;D.L. Geary Brewing Company;D.L. Geary Brewing Company Geary's Summer Ale;Notes:The style of this ale is traditionally European, similar to a German kolsch: full bodied with a spicy hop tang and a rich, crystal clear golden color. Alcohol content is approximately 6% by volume.\t;6.0;18.0;25.0;29;55;17.0;50;47;41;0;30;76.0;7;88.0
Lancaster Kölsch;Kölsch;Lancaster Brewing Company;Lancaster Brewing Company Lancaster Kölsch;Notes:Our German-style Kolsch pays homage to the traditional beer of Cologne. It pours a pale straw color, delivering floral hop notes and a smooth malt character developed from extended cold aging.\t;4.8;18.0;25.0;24;28;5.0;37;25;34;0;40;;7;50.0
Dundee Kolsch Style Ale;Kölsch;Genesee Brewing Co. / Dundee Brewing Co.;Genesee Brewing Co. / Dundee Brewing Co. Dundee Kolsch Style Ale;Notes:;5.1;18.0;25.0;19;34;12.0;40;59;46;3;47;60.0;13;85.0
Kölsch 151;Kölsch;Blue Mountain Brewery;Blue Mountain Brewery Kölsch 151;Notes:;5.0;18.0;25.0;27;25;4.0;34;20;16;4;23;47.0;5;39.0
HooDoo Kölsch Style Ale;Kölsch;Uinta Brewing Company;Uinta Brewing Company HooDoo;Notes:This crisp kolsch-style ale is golden in color and exhibits refreshing hop character.25 IBU\t;90.0;18.0;25.0;27;55;16.0;43;45;37;2;43;62.0;7;93.0
Shiner Kölsch;Kölsch;Spoetzl Brewery;Spoetzl Brewery Shiner Kölsch;Notes:;4.9;;25.0;44;39;5.0;46;58;37;1;39;69.0;6;64.0
Gateway Kolsch;Kölsch;French Broad Brewing Co.;French Broad Brewing Co. Gateway Kolsch;Notes:;5.3;18.0;25.0;35;31;5.0;30;30;15;1;22;54.0;4;47.0
Gold Spike Ale;Kölsch;Berkshire Brewing Company Inc.;Berkshire Brewing Company Inc. Gold Spike Ale;Notes:A pale golden ale featuring a crisp, clean malt flavor, Gold Spike is the perfect quaff for a warm day or when you are just looking for something a bit more refreshing. Brewed true to style, this interpretation of a German Kölsch uses an authentic yeast strain tracing to the beer’s ancestral home of Cologne.\t;4.2;18.0;25.0;45;36;;30;34;31;3;32;60.0;13;58.0
Kolsch 45;Kölsch;Short's Brewing Company;Short's Brewing Company Kolsch 45;Notes:;6.5;18.0;25.0;32;47;22.0;66;51;59;4;78;81.0;19;
Kolsch;Kölsch;Rock Bottom Restaurant & Brewery;Rock Bottom Restaurant & Brewery Kolsch;Notes:;4.83;18.0;25.0;29;31;2.0;29;16;18;0;18;39.0;0;45.0
Angry Angel;Kölsch;Big Boss Brewing;Big Boss Brewing Angry Angel Kolsch;Notes:;4.5;18.0;25.0;42;44;9.0;58;36;42;2;43;68.0;6;56.0
Josephs Brau Summer Brew;Kölsch;Trader Joe's Brewing Company;Trader Joe's Brewing Company Josephs Brau Summer Brew;Notes:;;18.0;25.0;22;40;2.0;38;30;32;6;37;55.0;4;79.0
Sunbru;Kölsch;Four Peaks Brewing Company;Four Peaks Brewing Company Sunbru Kölsch-Style Ale;Notes:A very light golden ale that is malty sweet, almost honey-like in the nose. This ale has a light to medium body and a very delicate flavor. Easy drinking, it has very low bitterness and a soft dry finish.17.3 IBU\t;5.2;18.0;25.0;20;29;5.0;32;44;35;2;31;43.0;4;80.0
Negra Modelo;Lager - Munich Dunkel;Grupo Modelo S.A. de C.V.;Grupo Modelo S.A. de C.V. Negra Modelo;"Notes:Negra Modelo, better known as ""the cream of the beer"", is a Munich-type beer with 5.3º of alcohol that offers a balanced flavor and a delicate aroma of dark malt, caramel and hops.Today it occupies the first place in sales among dark beers in Mexico. This beer is accompanied by a bright deep amber color, which is adorned with abundant, white and compact foam.Negra Modelo was introduced in Mexico in 1925 as the dark beer called Modelo, to begin its great tradition. In 2014 it changed its image to a more sophisticated bottle but with the same content. Ingredients - Water, barley malt, non-malted cereals, hops\t";5.4;15.0;25.0;7;29;5.0;21;42;6;0;9;27.0;5;89.0
Warsteiner Premium Dunkel;Lager - Munich Dunkel;Warsteiner Brauerei;Warsteiner Brauerei Warsteiner Premium Dunkel;Notes:A rich dark amber beer with full-flavored, smooth taste nicely accented with satisfying notes of roasted malt and subtle bottom fermenting yeast tones.\t;4.9;15.0;25.0;14;57;2.0;48;49;10;0;8;38.0;10;100.0
Hofbräu Dunkel;Lager - Munich Dunkel;Hofbräuhaus München;Hofbräuhaus München Hofbräu Dunkel;Notes:Dark specialties were being made in Bavaria long before the advent of pale specialties. Over the years, Hofbrau Dunkel lost nothing of its popularity. With the rich flavour, it remains a refreshing beverage, suitable for all occasions. A traditional Munich deliciousness.\t;5.5;15.0;25.0;14;43;7.0;38;62;15;1;18;48.0;6;127.0
Beck's Dark;Lager - Munich Dunkel;Brauerei Beck & Co.;Brauerei Beck & Co. Beck's Dark;Notes:;5.0;15.0;25.0;8;31;;31;13;10;1;4;30.0;2;51.0
Harpoon Dark;Lager - Munich Dunkel;Harpoon Brewery;Harpoon Brewery Barrel Aged Munich Dark;Notes:A blend of specialty malts gives this beer a velvety mouthfeel with roasted notes and a hint of chocolate, balanced by a subtle hop aroma. Hard to describe but easy to drink, Harpoon Dark is rich in character and light on the palate.35 IBU\t;5.5;15.0;25.0;16;95;11.0;48;86;14;1;14;26.0;13;162.0
